Sale Date,Client Name,Address,City,State,Zip,Email,Sales Amount,Product Type,Status,Lead Source,Sales Person,Commission Pct.,Notes,Commission Amount,Sale Month
1/18/25,Ruprecht Tantum,017 Summit Pass,Cincinnati,OH,45218,rtantum9c@desdev.cn,"$6,544",65lb cover stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$654.40,Jan 2025
1/18/25,Millie Hardwin,64 Schurz Junction,Atlanta,GA,30343,mhardwinbq@uol.com.br,"$2,041",38lb bond,Delivered,Inbound Call,Jim Halpert,10.00%,,$204.10,Jan 2025
1/18/25,Syman Tait,4 Washington Way,Detroit,MI,48242,staitp3@npr.org,"$7,440",Premium Copy Paper,Delivered,Cold Call,Jim Halpert,10.00%,,$744.00,Jan 2025
1/21/25,Chrysler Eyeington,24248 Spenser Lane,White Plains,NY,10606,ceyeington1y@amazon.co.uk,"$2,024",HQ 28lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$202.40,Jan 2025
1/22/25,Clerkclaude Sloss,705 Surrey Hill,New York City,NY,10292,csloss23@constantcontact.com,"$9,941",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$994.10,Jan 2025
1/22/25,Erhard Hamblington,9487 Mccormick Junction,Waterloo,IA,50706,ehamblingtonhs@w3.org,"$9,093",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$909.30,Jan 2025
1/23/25,Carlyle Redsull,28501 Debra Park,Portland,OR,97286,credsull2i@nsw.gov.au,"$7,255",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$725.50,Jan 2025
1/23/25,Wilhelm Ravenscraft,37 Lawn Center,Bryan,TX,77806,wravenscraftk5@amazon.com,"$2,150",HQ 28lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$215.00,Jan 2025
1/24/25,Lauren Bosche,1092 Caliangt Pass,El Paso,TX,79940,lboschejx@aol.com,"$5,643",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$564.30,Jan 2025
1/24/25,Adelle Kelbie,76955 Gerald Crossing,Omaha,NE,68117,akelbieks@icio.us,"$2,083",20lb letter stock,Delivered,Purchased Leads,Pam Halpert,10.00%,,$208.30,Jan 2025
1/24/25,Nickola Deely,9595 Daystar Avenue,Cleveland,OH,44185,ndeelyox@arizona.edu,"$7,975",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$797.50,Jan 2025
1/25/25,Mortimer Backshall,075 Reindahl Trail,Richmond,VA,23289,mbackshall1x@answers.com,"$9,361",HQ 28lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$936.10,Jan 2025
1/27/25,Ephrem McElory,75245 Amoth Terrace,Augusta,GA,30905,emcelorycy@fema.gov,"$2,308",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$230.80,Jan 2025
1/27/25,Elisa Elsby,952 Hagan Park,El Paso,TX,79940,eelsbydw@cnbc.com,"$3,094",20lb letter stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$309.40,Jan 2025
1/27/25,Freddie Ligertwood,62 Claremont Drive,Huntsville,AL,35805,fligertwoodgp@ted.com,"$8,383",Ultra-White Cardstock,Delivered,Cold Call,Phyllis Vance,10.00%,,$838.30,Jan 2025
1/27/25,Douglass Shimony,543 Manley Court,New Orleans,LA,70174,dshimonyk9@yahoo.co.jp,"$1,735",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$173.50,Jan 2025
1/27/25,Roger Anfusso,3 Hintze Crossing,Miami,FL,33158,ranfussooh@accuweather.com,"$3,931",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$393.10,Jan 2025
1/28/25,Byrann Scrivin,4 Bay Park,Dallas,TX,75367,bscrivin7@reference.com,"$2,713",Premium Copy Paper,Delivered,Client Referral,Pam Halpert,10.00%,,$271.30,Jan 2025
1/28/25,Larina Brook,34 Mandrake Circle,Meridian,MS,39305,lbrook6i@bandcamp.com,"$2,347",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$234.70,Jan 2025
1/28/25,Marjie Enstone,54 Kenwood Plaza,Columbia,SC,29225,menstone6p@angelfire.com,"$4,612",65lb cover stock,Delivered,Purchased Leads,Karen Filippelli,10.00%,,$461.20,Jan 2025
1/28/25,Hazlett Sandle,8631 Cascade Avenue,Fresno,CA,93709,hsandlea0@last.fm,"$5,279",38lb bond,Delivered,Ryan's Website,Jim Halpert,10.00%,,$527.90,Jan 2025
1/28/25,Ysabel Blinman,79942 Brown Hill,Fort Wayne,IN,46852,yblinmann4@oracle.com,"$8,764",38lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$876.40,Jan 2025
1/29/25,Patricia Wrixon,77231 Valley Edge Park,San Jose,CA,95138,pwrixonn@addthis.com,"$8,317",20lb letter stock,Delivered,Cold Call,Jim Halpert,10.00%,,$831.70,Jan 2025
1/30/25,Warde Lade,8 Butternut Parkway,Sioux Falls,SD,57188,wlade2w@webnode.com,"$8,641",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$864.10,Jan 2025
1/30/25,Corie Cordrey,3465 Hovde Junction,Temple,TX,76505,ccordreyiu@cnn.com,"$4,314",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$431.40,Jan 2025
1/30/25,Melesa Ballchin,3 Erie Pass,Seattle,WA,98158,mballchinp2@360.cn,"$3,330",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$333.00,Jan 2025
1/31/25,Shena Tewkesbury,08587 Mcguire Junction,Raleigh,NC,27621,stewkesburya@chron.com,"$2,050",HQ 28lb bond,Delivered,Cold Call,Karen Filippelli,10.00%,,$205.00,Jan 2025
1/31/25,Ashien Origin,23 Summerview Center,Charleston,SC,29403,aorigin41@istockphoto.com,"$5,190",Premium Copy Paper,Delivered,Client Referral,Jim Halpert,10.00%,,$519.00,Jan 2025
1/31/25,Konstantine Croughan,6206 Westend Street,Saint Cloud,MN,56398,kcroughan55@constantcontact.com,"$6,156",38lb bond,Delivered,Inbound Call,Andy Bernard,10.00%,,$615.60,Jan 2025
1/31/25,Heinrick Tooher,89542 Bunker Hill Plaza,El Paso,TX,88514,htooherjy@va.gov,"$3,371",HQ 28lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$337.10,Jan 2025
2/1/25,Correna de Clercq,6416 Tennessee Avenue,Jacksonville,FL,32215,cde3v@indiatimes.com,"$5,777",Sticky Quips,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$577.70,Feb 2025
2/1/25,Katerina Hacksby,17 Maple Wood Crossing,Murfreesboro,TN,37131,khacksby4t@nih.gov,"$3,483",HQ 28lb bond,Delivered,Inbound Call,Karen Filippelli,10.00%,,$348.30,Feb 2025
2/1/25,Rosalyn O'Callaghan,99 Crowley Street,Knoxville,TN,37939,rocallaghan75@netvibes.com,"$5,981",20lb letter stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$598.10,Feb 2025
2/1/25,Nelli Ardern,526 Ramsey Crossing,Lawrenceville,GA,30045,nardernbh@tamu.edu,"$8,561",Sticky Quips,Delivered,Client Referral,Dwight Schrute,10.00%,,$856.10,Feb 2025
2/2/25,Cristal McGovern,60867 Amoth Pass,Saint Louis,MO,63180,cmcgovernri@flavors.me,"$9,737",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$973.70,Feb 2025
2/3/25,Currie Cianelli,7821 Glendale Alley,New York City,NY,10203,ccianellill@wp.com,"$5,857",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$585.70,Feb 2025
2/4/25,Lauree Sowte,79744 Oakridge Place,Scranton,PA,18505,lsowtelp@ifeng.com,"$7,269",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$726.90,Feb 2025
2/5/25,Deeanne Muddiman,2 Morrow Trail,New York City,NY,10090,dmuddimancf@t.co,"$1,578",20lb letter stock,Delivered,Inbound Call,Ryan Howard,10.00%,,$157.80,Feb 2025
2/5/25,Glenn Grumble,94930 Cascade Avenue,Oklahoma City,OK,73197,ggrumblecq@i2i.jp,"$8,171",Airstream Deluze A4,Delivered,Cold Call,Karen Filippelli,10.00%,,$817.10,Feb 2025
2/6/25,Robinett Coey,21 Oak Valley Plaza,Winston Salem,NC,27150,rcoey1n@de.vu,"$6,281",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$628.10,Feb 2025
2/6/25,Prinz Benzing,6209 Westport Way,Monticello,MN,55590,pbenzinge0@about.me,"$6,813",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$681.30,Feb 2025
2/6/25,Keenan Grogono,05299 Kropf Point,El Paso,TX,88569,kgrogonoi5@cmu.edu,"$5,181",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$518.10,Feb 2025
2/6/25,Vasili Wimsett,96 Ridge Oak Hill,Asheville,NC,28815,vwimsettls@vk.com,"$1,049",Airstream Deluze A4,Delivered,Inbound Call,Jim Halpert,10.00%,,$104.90,Feb 2025
2/6/25,Dede Burgise,5 Nelson Junction,Alexandria,VA,22333,dburgiselx@51.la,"$6,152",Ultra-White Cardstock,Delivered,Cold Call,Andy Bernard,10.00%,,$615.20,Feb 2025
2/7/25,Evvie Gannan,43535 Sauthoff Lane,Monroe,LA,71213,egannan31@163.com,"$3,300",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$330.00,Feb 2025
2/7/25,Belvia Le Jean,6 Summerview Terrace,Winston Salem,NC,27110,blebn@desdev.cn,"$3,008",Sticky Quips,Delivered,Inbound Call,Stanley Hudson,10.00%,,$300.80,Feb 2025
2/7/25,Berkley McKeown,2 Fordem Parkway,Schenectady,NY,12305,bmckeowniy@accuweather.com,"$6,101",20lb letter stock,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$610.10,Feb 2025
2/7/25,Lawton Rimmer,1824 Marquette Plaza,Rochester,NY,14624,lrimmerjf@oakley.com,"$3,374",Sticky Quips,Delivered,Ryan's Website,Jim Halpert,10.00%,,$337.40,Feb 2025
2/7/25,Yves Serridge,8360 Wayridge Crossing,Augusta,GA,30911,yserridger8@pagesperso-orange.fr,"$6,521",20lb letter stock,Delivered,Client Referral,Andy Bernard,10.00%,,$652.10,Feb 2025
2/8/25,Lyn Renals,43 Dakota Avenue,Boston,MA,2283,lrenalsav@discuz.net,"$4,254",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$425.40,Feb 2025
2/8/25,Thomasa Zima,02135 Evergreen Alley,New York City,NY,10039,tzimaf5@spiegel.de,"$7,975",38lb bond,Delivered,Inbound Call,Danny Cordray,10.00%,,$797.50,Feb 2025
2/8/25,Molli Gimblett,0 Cody Street,Durham,NC,27717,mgimbletti3@clickbank.net,"$8,074",Premium Copy Paper,Delivered,Inbound Call,Dwight Schrute,10.00%,,$807.40,Feb 2025
2/8/25,Lucinda Ferrieroi,1 Melby Hill,Milwaukee,WI,53225,lferrieroioc@diigo.com,"$8,063",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$806.30,Feb 2025
2/8/25,Minny Blackmuir,18 Cottonwood Avenue,Jackson,MS,39216,mblackmuirrn@behance.net,"$1,280",20lb letter stock,Delivered,Client Referral,Pam Halpert,10.00%,,$128.00,Feb 2025
2/9/25,Luke Yare,69 Pawling Center,Fort Smith,AR,72916,lyare1g@tinyurl.com,"$4,657",Ultra-White Cardstock,Delivered,Purchased Leads,Jim Halpert,10.00%,,$465.70,Feb 2025
2/9/25,Tiertza Snelgar,56 Johnson Road,Fort Worth,TX,76134,tsnelgarbi@umn.edu,"$6,599",65lb cover stock,Delivered,Client Referral,Danny Cordray,10.00%,,$659.90,Feb 2025
2/9/25,Clareta Giovannacci,1 Mitchell Park,Richmond,VA,23289,cgiovannaccifk@sun.com,"$7,291",20lb letter stock,Delivered,Purchased Leads,Phyllis Vance,10.00%,,$729.10,Feb 2025
2/9/25,Reggis Jozefowicz,97400 Del Mar Terrace,Migrate,KY,41905,rjozefowiczkh@icq.com,"$3,490",20lb letter stock,Delivered,Purchased Leads,Pam Halpert,10.00%,,$349.00,Feb 2025
2/9/25,Lavena Morrish,06175 Tennessee Street,Grand Rapids,MI,49560,lmorrishle@omniture.com,"$8,432",38lb bond,Delivered,Purchased Leads,Andy Bernard,10.00%,,$843.20,Feb 2025
2/9/25,Bastien Kantor,82205 Paget Street,Des Moines,IA,50335,bkantorpe@histats.com,"$9,330",Airstream Deluze A4,Delivered,Yellow Pages,Karen Filippelli,10.00%,,$933.00,Feb 2025
2/10/25,Mathilda Birwhistle,92057 Dennis Circle,Raleigh,NC,27605,mbirwhistle7u@hud.gov,"$8,608",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$860.80,Feb 2025
2/10/25,Nanni Margrie,4616 Novick Crossing,Charlotte,NC,28235,nmargriequ@devhub.com,"$6,924",Ultra-White Cardstock,Delivered,Client Referral,Phyllis Vance,10.00%,,$692.40,Feb 2025
2/11/25,Hyman Skough,84376 Magdeline Way,Cincinnati,OH,45999,hskougha1@theglobeandmail.com,"$7,763",20lb letter stock,Delivered,Cold Call,Pam Halpert,10.00%,,$776.30,Feb 2025
2/11/25,Giraldo Doorly,8 Bay Parkway,Tulsa,OK,74126,gdoorlykz@loc.gov,"$9,335",38lb bond,Delivered,Ryan's Website,Jim Halpert,10.00%,,$933.50,Feb 2025
2/11/25,Biddy Purkiss,96039 Colorado Center,San Diego,CA,92145,bpurkissne@mapy.cz,"$1,035",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$103.50,Feb 2025
2/12/25,Arliene McPhelim,112 Texas Court,El Paso,TX,79994,amcphelim2a@newyorker.com,"$5,311",Airstream Deluze A4,Delivered,Purchased Leads,Jim Halpert,10.00%,,$531.10,Feb 2025
2/12/25,Myrtie Merryman,82596 Morning Terrace,Lake Charles,LA,70607,mmerryman2m@cdbaby.com,"$1,770",Premium Copy Paper,Delivered,Yellow Pages,Jim Halpert,10.00%,,$177.00,Feb 2025
2/12/25,Zandra Forty,53020 Londonderry Park,Delray Beach,FL,33448,zforty5x@amazon.co.jp,"$9,864",20lb letter stock,Delivered,Client Referral,Karen Filippelli,10.00%,,$986.40,Feb 2025
2/12/25,Mead Wison,7915 Clarendon Pass,New York City,NY,10275,mwisonbg@godaddy.com,"$9,515",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$951.50,Feb 2025
2/12/25,Fleurette Blackie,95 Merry Trail,Milwaukee,WI,53220,fblackiecc@t-online.de,"$7,600",38lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$760.00,Feb 2025
2/12/25,Ashil Kobu,79 Del Mar Drive,Rockford,IL,61105,akobuh7@ibm.com,"$1,790",38lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$179.00,Feb 2025
2/13/25,Jeanine Rabjohn,893 Division Point,Tulsa,OK,74116,jrabjohng0@ebay.co.uk,"$7,177",Airstream Deluze A4,Delivered,Client Referral,Phyllis Vance,10.00%,,$717.70,Feb 2025
2/13/25,Brianna Redfield,10 Ryan Alley,Honolulu,HI,96805,bredfieldnc@ca.gov,"$4,188",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$418.80,Feb 2025
2/14/25,Gamaliel MacMorland,14637 Oak Road,San Bernardino,CA,92410,gmacmorland4@rediff.com,"$6,483",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$648.30,Feb 2025
2/14/25,Lorry Raise,4130 7th Parkway,Lawrenceville,GA,30045,lraise6c@ed.gov,"$8,094",Ultra-White Cardstock,Delivered,Ryan's Website,Pam Halpert,10.00%,,$809.40,Feb 2025
2/14/25,Melisande Shemmin,753 Texas Center,Denton,TX,76210,mshemminca@livejournal.com,"$6,072",20lb letter stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$607.20,Feb 2025
2/14/25,Cal Starling,018 Straubel Center,Boca Raton,FL,33432,cstarlinggu@si.edu,"$7,443",20lb letter stock,Delivered,Cold Call,Karen Filippelli,10.00%,,$744.30,Feb 2025
2/15/25,Roderigo Rubinovici,0 Tennessee Court,Louisville,KY,40250,rrubinovici5p@cisco.com,"$3,009",Airstream Deluze A4,Delivered,Client Referral,Phyllis Vance,10.00%,,$300.90,Feb 2025
2/15/25,Margareta Redborn,54948 Lakeland Circle,Santa Fe,NM,87505,mredbornes@netvibes.com,"$9,345",Ultra-White Cardstock,Delivered,Purchased Leads,Andy Bernard,10.00%,,$934.50,Feb 2025
2/15/25,Ami Alldread,0006 6th Road,Saint Paul,MN,55115,aalldreadpw@europa.eu,"$3,070",38lb bond,Delivered,Purchased Leads,Stanley Hudson,10.00%,,$307.00,Feb 2025
2/16/25,Patty Espadero,18089 Anniversary Way,Young America,MN,55564,pespaderohp@i2i.jp,"$8,710",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$871.00,Feb 2025
2/17/25,Korry Spurret,8228 Acker Plaza,Humble,TX,77346,kspurrett@storify.com,"$1,915",Airstream Deluze A4,Delivered,Client Referral,Danny Cordray,10.00%,,$191.50,Feb 2025
2/18/25,Ainslee Brayn,53898 Granby Terrace,New York City,NY,10125,abrayn2l@usnews.com,"$9,023",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$902.30,Feb 2025
2/18/25,Andrey Elderidge,65822 Eliot Avenue,Salt Lake City,UT,84170,aelderidgee2@independent.co.uk,"$6,075",Airstream Deluze A4,Delivered,Yellow Pages,Andy Bernard,10.00%,,$607.50,Feb 2025
2/18/25,Claretta Chancellor,06664 Lotheville Terrace,New Orleans,LA,70124,cchancellorj8@usatoday.com,"$4,454",20lb letter stock,Delivered,Inbound Call,Jim Halpert,10.00%,,$445.40,Feb 2025
2/19/25,Nike Filipson,2170 Basil Place,New York City,NY,10029,nfilipson1w@seesaa.net,"$3,715",Airstream Deluze A4,Delivered,Inbound Call,Dwight Schrute,10.00%,,$371.50,Feb 2025
2/19/25,Emmit Steward,1 7th Drive,Appleton,WI,54915,esteward7c@aboutads.info,"$6,564",Sticky Quips,Delivered,Client Referral,Karen Filippelli,10.00%,,$656.40,Feb 2025
2/19/25,Dawna Jakovijevic,1 Johnson Parkway,Los Angeles,CA,90101,djakovijevicej@4shared.com,"$6,636",65lb cover stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$663.60,Feb 2025
2/19/25,Parry Billie,75 Kim Circle,New York City,NY,10150,pbillieev@unicef.org,"$5,938",38lb bond,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$593.80,Feb 2025
2/19/25,Corrianne Dommersen,2 Oak Valley Center,Bonita Springs,FL,34135,cdommersenjj@oaic.gov.au,"$3,670",38lb bond,Delivered,Inbound Call,Pam Halpert,10.00%,,$367.00,Feb 2025
2/20/25,Kathryn Hawkswell,04 Elmside Hill,Toledo,OH,43666,khawkswell4o@mysql.com,"$7,548",Airstream Deluze A4,Delivered,Inbound Call,Karen Filippelli,10.00%,,$754.80,Feb 2025
2/20/25,Vincents Hedley,2492 Leroy Place,Provo,UT,84605,vhedley5k@cdbaby.com,"$9,404",Premium Copy Paper,Delivered,Purchased Leads,Andy Bernard,10.00%,,$940.40,Feb 2025
2/20/25,Shaw Byram,7296 Hallows Avenue,Portland,OR,97201,sbyram6n@youtu.be,"$4,962",Premium Copy Paper,Delivered,Cold Call,Andy Bernard,10.00%,,$496.20,Feb 2025
2/21/25,Donetta A'Barrow,37 Logan Avenue,San Jose,CA,95108,dabarrow33@usatoday.com,"$8,028",Sticky Quips,Delivered,Cold Call,Jim Halpert,10.00%,,$802.80,Feb 2025
2/21/25,Alyse Diche,7 Sugar Drive,Sioux Falls,SD,57198,adiche3l@forbes.com,"$5,094",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$509.40,Feb 2025
2/21/25,Judy Sterricks,03465 Kinsman Pass,Richmond,VA,23289,jsterricksam@yandex.ru,"$2,297",Airstream Deluze A4,Delivered,Inbound Call,Dwight Schrute,10.00%,,$229.70,Feb 2025
2/21/25,Ted Crasford,2 Havey Road,Springfield,MO,65898,tcrasfordrg@oracle.com,"$1,607",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$160.70,Feb 2025
2/22/25,Lora Goodbarr,64816 Montana Parkway,Bethesda,MD,20816,lgoodbarr98@wordpress.com,"$1,870",38lb bond,Delivered,Cold Call,Phyllis Vance,10.00%,,$187.00,Feb 2025
2/22/25,Fabio Greim,94 Chive Hill,Paterson,NJ,7544,fgreimpn@washingtonpost.com,"$4,619",HQ 28lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$461.90,Feb 2025
2/23/25,Estella Stenbridge,68365 Vera Point,Los Angeles,CA,90060,estenbridge2f@spotify.com,"$2,619",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$261.90,Feb 2025
2/23/25,Emelen Shooter,5 Garrison Street,Silver Spring,MD,20918,eshooter3u@nsw.gov.au,"$9,548",Airstream Deluze A4,Delivered,Cold Call,Karen Filippelli,10.00%,,$954.80,Feb 2025
2/23/25,Yetty Comello,73 Heffernan Parkway,Santa Clara,CA,95054,ycomellopo@skyrock.com,"$3,416",Airstream Deluze A4,Delivered,Client Referral,Karen Filippelli,10.00%,,$341.60,Feb 2025
2/24/25,Brier Lindsey,801 Banding Hill,Beaumont,TX,77713,blindseyad@hp.com,"$7,176",Ultra-White Cardstock,Delivered,Inbound Call,Stanley Hudson,10.00%,,$717.60,Feb 2025
2/24/25,Dannel Birrel,35610 Kenwood Pass,Bakersfield,CA,93305,dbirrelbk@rakuten.co.jp,"$7,248",20lb letter stock,Delivered,Cold Call,Jim Halpert,10.00%,,$724.80,Feb 2025
2/24/25,Dyanne Burriss,07631 Superior Center,Boise,ID,83732,dburrissbv@cnbc.com,"$9,819",65lb cover stock,Delivered,Cold Call,Andy Bernard,10.00%,,$981.90,Feb 2025
2/24/25,Liz Poulden,71 Menomonie Drive,Knoxville,TN,37931,lpouldene7@springer.com,"$4,085",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$408.50,Feb 2025
2/24/25,Oates Comberbeach,7819 Daystar Way,Odessa,TX,79764,ocomberbeachgj@earthlink.net,"$6,353",65lb cover stock,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$635.30,Feb 2025
2/24/25,Sarene Adnams,9 Arapahoe Way,Houston,TX,77245,sadnamsj3@gizmodo.com,"$1,556",20lb letter stock,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$155.60,Feb 2025
2/26/25,Rhona Gligori,912 Arkansas Street,El Paso,TX,79928,rgligori30@w3.org,"$4,041",Sticky Quips,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$404.10,Feb 2025
2/26/25,Elena Arnke,34895 Lien Terrace,Cincinnati,OH,45271,earnke62@de.vu,"$4,481",65lb cover stock,Delivered,Inbound Call,Karen Filippelli,10.00%,,$448.10,Feb 2025
2/27/25,Stephi Gloucester,476 Summerview Point,Stamford,CT,6905,sgloucester20@arstechnica.com,"$5,758",Ultra-White Cardstock,Delivered,Ryan's Website,Jim Halpert,10.00%,,$575.80,Feb 2025
2/27/25,Janis Castagnet,6985 Warner Plaza,Los Angeles,CA,90071,jcastagnetaf@fda.gov,"$9,957",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$995.70,Feb 2025
2/28/25,Germayne Phaup,91 Jenna Drive,Bonita Springs,FL,34135,gphaup4s@typepad.com,"$9,969",Ultra-White Cardstock,Delivered,Cold Call,Karen Filippelli,10.00%,,$996.90,Feb 2025
2/28/25,Zelig Tilson,3 Oak Valley Point,Houston,TX,77090,ztilsonbx@pinterest.com,"$1,903",Premium Copy Paper,Delivered,Client Referral,Pam Halpert,10.00%,,$190.30,Feb 2025
2/28/25,Elliott Weadick,07 Anniversary Plaza,San Angelo,TX,76905,eweadickp7@1und1.de,"$3,360",Airstream Deluze A4,Delivered,Cold Call,Danny Cordray,10.00%,,$336.00,Feb 2025
3/1/25,Madelene McMurtyr,2 Hansons Park,Charlotte,NC,28278,mmcmurtyrfh@uiuc.edu,"$9,453",Ultra-White Cardstock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$945.30,Mar 2025
3/1/25,Gertie Dewar,814 Duke Parkway,Washington,DC,20051,gdewarkn@freewebs.com,"$7,010",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$701.00,Mar 2025
3/2/25,Wylma Gendricke,139 Crest Line Junction,Bakersfield,CA,93305,wgendricke7q@acquirethisname.com,"$3,536",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$353.60,Mar 2025
3/2/25,Misti Tuffs,041 Killdeer Court,Peoria,IL,61656,mtuffskj@addthis.com,"$1,404",20lb letter stock,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$140.40,Mar 2025
3/2/25,Claudius Hookes,34 Comanche Crossing,Houston,TX,77090,chookesmn@de.vu,"$3,911",20lb letter stock,Delivered,Purchased Leads,Andy Bernard,10.00%,,$391.10,Mar 2025
3/3/25,Rosalie Binstead,4 Mesta Alley,Spartanburg,SC,29305,rbinstead3t@spotify.com,"$4,426",20lb letter stock,Delivered,Client Referral,Danny Cordray,10.00%,,$442.60,Mar 2025
3/3/25,Brandy Dubs,742 Lindbergh Hill,Erie,PA,16534,bdubscg@google.com.hk,"$8,155",20lb letter stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$815.50,Mar 2025
3/3/25,Joete Hun,182 Division Crossing,Topeka,KS,66642,jhung8@twitpic.com,"$1,054",HQ 28lb bond,Delivered,Client Referral,Andy Bernard,10.00%,,$105.40,Mar 2025
3/3/25,Forester Krauze,804 Marcy Terrace,Fort Lauderdale,FL,33355,fkrauzeic@berkeley.edu,"$8,593",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$859.30,Mar 2025
3/3/25,Oralia Leads,00415 Schmedeman Center,Tampa,FL,33605,oleadsie@storify.com,"$1,956",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$195.60,Mar 2025
3/4/25,Delia Gregoraci,859 Becker Crossing,Washington,DC,20210,dgregoraci1p@a8.net,"$5,343",20lb letter stock,Delivered,Inbound Call,Stanley Hudson,10.00%,,$534.30,Mar 2025
3/5/25,Mikel Gillions,051 6th Alley,Houston,TX,77080,mgillions4w@who.int,"$6,729",Premium Copy Paper,Delivered,Client Referral,Danny Cordray,10.00%,,$672.90,Mar 2025
3/5/25,Marmaduke Covelle,8 Meadow Ridge Street,Harrisburg,PA,17126,mcovelledd@gmpg.org,"$1,701",Ultra-White Cardstock,Delivered,Ryan's Website,Pam Halpert,10.00%,,$170.10,Mar 2025
3/5/25,Worthy Masson,089 Hoepker Circle,Raleigh,NC,27658,wmassonh2@google.ru,"$9,209",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$920.90,Mar 2025
3/5/25,Corette Heineken,89 Leroy Parkway,Green Bay,WI,54305,cheinekenmd@amazon.de,"$3,459",65lb cover stock,Delivered,Inbound Call,Dwight Schrute,10.00%,,$345.90,Mar 2025
3/6/25,Christiano McHardy,2 Parkside Lane,Lawrenceville,GA,30045,cmchardy5t@cbsnews.com,"$2,404",HQ 28lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$240.40,Mar 2025
3/6/25,Waneta Scatcher,5 Oxford Pass,Tampa,FL,33673,wscatcher63@cyberchimps.com,"$8,664",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$866.40,Mar 2025
3/6/25,Jaine Shilston,399 West Drive,Youngstown,OH,44555,jshilstonbt@china.com.cn,"$2,458",38lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$245.80,Mar 2025
